id,n_victimas,fecha,aaaa,mm,dd,hora,hh,lugar_del_hecho,tipo_de_calle,calle,altura,cruce,dirección normalizada,comuna,xy (caba),pos x,pos y,participantes,victima,acusado
2019-0010,2,2019-02-02,2019,2,2,07:50:00,7,del libertador av. 4100,avenida,del libertador av.,4100.0,sd,del libertador av. 4100,14,point (103359.87920798 106617.17056502),-58.42668489,-34.56961468,peaton-auto,peaton,auto
2019-0011,1,2019-02-10,2019,2,10,01:00:00,1,"paz, gral. av. y alberdi, juan bautista av.",gral paz,"paz, gral. av.",sd,"alberdi, juan bautista av.","paz, gral. av. y alberdi, juan bautista av.",9,point (94949.53051500 96309.49139706),-58.51839930,-34.66252488,peaton-auto,peaton,auto
2019-0012,1,2019-02-17,2019,2,17,03:16:00,3,"castañares av. y gordillo, timoteo",avenida,casta?ares av.,sd,"gordillo, timoteo","castaã‘ares av. y gordillo, timoteo",8,point (98072.98959434 94742.80804806),-58.48432691,-34.67665828,moto-auto,moto,auto
2019-0013,1,2019-02-20,2019,2,20,07:30:00,7,salvigny y mom,calle,salvigny,sd,mom,salvigny y mom,7,point (102701.07793891 98301.55899449),-58.43383830,-34.64457699,peaton-auto,peaton,auto
2019-0014,1,2019-02-20,2019,2,20,17:30:00,17,"lamarca, emilio 5402",calle,"lamarca, emilio",5402.0,sd,"lamarca, emilio 5402",11,point (95105.42229190 104734.49416290),-58.51664939,-34.58657938,moto-objeto fijo,moto,objeto fijo
2019-0015,1,2019-02-23,2019,2,23,06:57:00,6,san martin av. 5638,avenida,san martin av.,5638.0,sd,san martin av. 5638,11,point (96988.34526261 103575.43345979),-58.49613012,-34.59703502,auto-objeto fijo,auto,objeto fijo
2019-0016,1,2019-02-24,2019,2,24,02:00:00,2,"carrillo, ramon, dr. y finochietto enrique dr.",calle,"carrillo, ramon, dr.",sd,finochietto enrique dr.,"carrillo, ramon, dr. y finochietto enrique dr.",4,point (107350.48403234 99520.90259673),-58.38313603,-34.63356284,moto-pasajeros,moto,pasajeros
2019-0017,1,2019-03-03,2019,3,3,07:00:00,7,mexico y pichincha,calle,mexico,sd,pichincha,mexico y pichincha,3,point (105883.57359899 101434.40486977),-58.39914719,-34.61632317,auto-pasajeros,auto,pasajeros
2019-0018,1,2019-03-03,2019,3,3,23:30:00,23,"cantilo, int. y udaondo, guillermo av.",autopista,"cantilo, int.",sd,"udaondo, guillermo av.","cantilo, int. y udaondo, guillermo av.",13,point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,peaton-auto,peaton,auto
2019-0019,1,2019-03-06,2019,3,6,12:00:00,12,del libertador av. 6326,avenida,del libertador av.,6326.0,sd,del libertador av. 6326,13,point (101175.50098927 108378.70762331),-58.45049163,-34.55374003,moto-auto,moto,auto
2019-0020,1,2019-03-07,2019,3,7,21:01:00,21,chiclana av. 3444,avenida,chiclana av.,3444.0,sd,chiclana av. 3444,5,point (104622.17042668 99282.25347815),-58.41288952,-34.63572989,moto-auto,moto,auto
2019-0021,1,2019-03-15,2019,3,15,22:50:00,22,boyaca av. y yerbal,avenida,boyaca av.,sd,yerbal,boyaca av. y yerbal,7,point (100537.72694403 100405.74808196),-58.45743597,-34.62561234,moto-auto,moto,auto
2019-0022,1,2019-03-15,2019,3,15,1900-01-02 00:00:00,0,entre rios av. bajo puente autopista (1260 aprox),avenida,entre rios av.,1260.0,sd,entre rios av. 1260,1,point (106608.39392805 100635.27735528),-58.39123782,-34.62352245,auto-sd,auto,sd
2019-0023,1,2019-03-16,2019,3,16,08:28:00,8,"paz, gral. av. y jacques, amadeo",gral paz,"paz, gral. av.",sd,"jacques, amadeo","paz, gral. av. y jacques, amadeo",9,point (93955.07404645 99209.29091025),-58.52922765,-34.63637963,auto-objeto fijo,auto,objeto fijo
2019-0024,1,2019-03-19,2019,3,19,1900-01-14 07:12:00,7,antartida argentina av. 1325,avenida,antartida argentina av.,1325.0,sd,antartida argentina av. 1325,1,point (108368.93688513 104860.74716674),-58.37208118,-34.58541957,moto-cargas,moto,cargas
2019-0025,1,2019-03-22,2019,3,22,13:10:00,13,"mitre, bartolome y sanchez de bustamante",calle,"mitre, bartolome",sd,sanchez de bustamante,"mitre, bartolome y sanchez de bustamante",5,point (104468.07400702 102205.91009215),-58.41458534,-34.60937557,peaton-auto,peaton,auto
2019-0026,1,2019-03-28,2019,3,28,07:32:00,7,"fernandez de la cruz, f. , gral. av. y larrazabal",avenida,"fernandez de la cruz, f., gral. av.",sd,"paz, gral. av.","fernandez de la cruz, f., gral. av. y paz, gral. av.",8,point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,peaton-pasajeros,peaton,pasajeros
2019-0027,1,2019-03-28,2019,3,28,11:11:00,11,santa fe av. y azcuenaga,avenida,santa fe av.,sd,azcuenaga,santa fe av. y azcuenaga,2,point (105815.73438780 103786.90549585),-58.39990285,-34.59511714,multiple,bicicleta,multiple
2019-0028,1,2019-04-06,2019,4,6,09:15:00,9,"justo, juan b. av. y oroño, nicasio",avenida,"justo, juan b. av.",sd,"oro?o, nicasio","justo, juan b. av. y oroã‘o, nicasio",11,point (100255.56175905 102594.14179920),-58.46051346,-34.60588536,peaton-pasajeros,peaton,pasajeros
2019-0029,1,2019-04-07,2019,4,7,10:15:00,10,"fernandez de la cruz, f. , gral. av. y lacarra av.",avenida,"fernandez de la cruz, f., gral. av.",sd,"paz, gral. av.","fernandez de la cruz, f., gral. av. y paz, gral. av.",8,point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,moto-objeto fijo,moto,objeto fijo
2019-0030,1,2019-04-09,2019,4,9,16:00:00,16,"alvarez, donato, tte. gral. y yerbal",calle,"alvarez, donato, tte. gral.",sd,yerbal,"alvarez, donato, tte. gral. y yerbal",7,point (100800.05107565 100531.46552448),-58.45457546,-34.62447891,moto-cargas,moto,cargas
2019-0031,1,2019-04-12,2019,4,12,19:55:00,19,"cordoba av. y madero, eduardo av.",avenida,cordoba av.,sd,"madero, eduardo av.","cordoba av. y madero, eduardo av.",1,point (108602.89777103 103429.39485413),-58.36951669,-34.59832047,bicicleta-cargas,bicicleta,cargas
2019-0032,1,2019-04-16,2019,4,16,11:00:00,11,"camarones y alvarez, donato, tte. gral. av.",avenida,camarones,sd,"alvarez, donato, tte. gral. av.","camarones y alvarez, donato, tte. gral. av.",11,point (99921.70768730 102754.71427746),-58.46415322,-34.60443790,peaton-auto,peaton,auto
2019-0033,1,2019-04-18,2019,4,18,01:00:00,1,"autopista 25 de mayo y huergo, ing. av.",autopista,autopista 25 de mayo,sd,"huergo, ing. av.","autopista 25 de mayo y huergo, ing. av.",1,point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,moto-sd,moto,sd
2019-0034,1,2019-04-21,2019,4,21,09:08:00,9,"moreno, perito av. 3050",avenida,"moreno, perito av.",3050.0,sd,"moreno, perito av. 3050",7,point (100726.63402530 97597.06610219),-58.45537373,-34.65093074,moto-objeto fijo,moto,objeto fijo
2019-0035,1,2019-04-23,2019,4,23,14:10:00,14,suipacha 665,calle,suipacha,665.0,sd,suipacha 665,1,point (107693.66022765 103185.01912141),-58.37942637,-34.60053054,peaton-bicicleta,peaton,bicicleta
2019-0036,1,2019-04-26,2019,4,26,22:46:00,22,riglos y formosa,calle,riglos,sd,formosa,riglos y formosa,6,point (102429.80070706 100864.42075191),-58.43680440,-34.62147504,moto-auto,moto,auto
2019-0037,1,2019-05-01,2019,5,1,23:10:00,23,la rioja e independencia av.,avenida,la rioja,sd,independencia av.,la rioja e independencia av.,3,point (105091.36704114 101058.15092586),-58.40778291,-34.61971907,moto-auto,moto,auto
2019-0038,1,2019-05-04,2019,5,4,14:10:00,14,"udaondo, guillermo av. y figueroa alcorta, pres. av.",avenida,"udaondo, guillermo av.",sd,"figueroa alcorta, pres. av.","udaondo, guillermo av. y figueroa alcorta, pres. av.",13,point (101025.65409402 109205.71453455),-58.45212523,-34.54628513,peaton-moto,peaton,moto
2019-0039,1,2019-05-09,2019,5,9,03:05:00,3,san pedrito av. y directorio av.,avenida,san pedrito av.,sd,directorio av.,san pedrito av. y directorio av.,7,point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,moto-auto,moto,auto
2019-0040,1,2019-05-09,2019,5,9,12:45:00,12,puan y santander,calle,puan,sd,santander,puan y santander,7,point (101894.68493124 99164.78448252),-58.44263580,-34.63679732,moto-sd,moto,sd
2019-0041,1,2019-05-11,2019,5,11,20:30:00,20,"alberdi, juan bautista av. y andalgala",avenida,"alberdi, juan bautista av.",sd,andalgala,"alberdi, juan bautista av. y andalgala",9,point (95590.61347415 96760.29404728),-58.51140289,-34.65846419,multiple,auto,multiple
2019-0042,1,2019-05-14,2019,5,14,15:00:00,15,lima y constitucion,calle,lima,sd,constitucion,lima y constitucion,1,point (107444.95821447 100509.15466740),-58.38211431,-34.62465368,peaton-pasajeros,peaton,pasajeros
2019-0043,1,2019-05-21,2019,5,21,09:00:00,9,"cordoba av. y madero, eduardo av.",avenida,cordoba av.,sd,"madero, eduardo av.","cordoba av. y madero, eduardo av.",1,point (108602.89777103 103429.39485413),-58.36951669,-34.59832047,bicicleta-cargas,bicicleta,cargas
2019-0044,1,2019-05-27,2019,5,27,12:45:00,12,boedo av. 650,avenida,boedo av.,650.0,sd,boedo av. 650,5,point (104305.46011381 100986.83752228),-58.41635217,-34.62036547,peaton-moto,peaton,moto
2019-0045,1,2019-06-03,2019,6,3,07:27:00,7,del libertador av. y republica de la india,avenida,del libertador av.,sd,republica de la india,del libertador av. y republica de la india,14,point (104600.49945984 105930.85721602),-58.41316147,-34.57579669,moto-cargas,moto,cargas
2019-0046,1,2019-06-04,2019,6,4,09:00:00,9,gral paz y cabildo,gral paz,"paz, gral. av.",sd,cabildo av.,"paz, gral. av. y cabildo av.",13,point (98817.74986778 110096.31367495),-58.47617802,-34.53825652,moto-auto,moto,auto
2019-0047,1,2019-06-06,2019,6,6,10:00:00,10,caseros av. 1700,avenida,caseros av.,1700.0,sd,caseros av. 1700,4,point (107049.58656184 99550.26208324),-58.38641783,-34.63330028,peaton-cargas,peaton,cargas
2019-0048,1,2019-06-07,2019,6,7,07:00:00,7,avellaneda av. 1548,avenida,avellaneda av.,1548.0,sd,avellaneda av. 1548,6,point (100924.23883176 100986.01051740),-58.45322169,-34.62038137,moto-cargas,moto,cargas
2019-0049,1,2019-06-08,2019,6,8,09:20:00,9,ciudad de la paz y mendoza,calle,ciudad de la paz,sd,mendoza,ciudad de la paz y mendoza,13,point (100441.31384072 107499.63270409),-58.45849057,-34.56166498,peaton-cargas,peaton,cargas
2019-0050,1,2019-06-08,2019,6,8,23:35:00,23,"salguero, jeronimo y honduras av.",avenida,"salguero, jeronimo",sd,honduras av.,"salguero, jeronimo y honduras av.",14,point (104128.51577643 103898.77571857),-58.41829559,-34.59411677,moto-cargas,moto,cargas
2019-0051,1,2019-06-11,2019,6,11,10:00:00,10,"filiberto, juan de dios y olavarria",calle,"filiberto, juan de dios",sd,olavarria,"filiberto, juan de dios y olavarria",4,point (109126.17010339 98991.49558123),-58.36376488,-34.63832093,moto-auto,moto,auto
2019-0053,1,2019-06-14,2019,6,14,17:20:00,17,asturias av. y castañares av.,avenida,asturias av.,sd,casta?ares av.,asturias av. y castaã‘ares av.,8,point (99896.72991309 96585.69018400),-58.46442668,-34.66004784,auto-auto,auto,auto
2019-0054,1,2019-06-20,2019,6,20,03:00:00,3,gandara 2976,calle,gandara,2976.0,sd,gandara 2976,15,point (98264.06251394 104989.86881414),-58.48222035,-34.58428769,moto-objeto fijo,moto,objeto fijo
2019-0055,1,2019-06-20,2019,6,20,19:45:00,19,"guevara, trinidad y madero, eduardo av.",avenida,"guevara, trinidad",sd,"madero, eduardo av.","guevara, trinidad y madero, eduardo av.",1,point (108724.12468316 102928.79394095),-58.36819005,-34.60283208,moto-pasajeros,moto,pasajeros
2019-0056,1,2019-06-29,2019,6,29,17:16:00,17,boyaca av. 305,avenida,boyaca av.,305.0,sd,boyaca av. 305,7,point (100414.85185956 100661.22751226),-58.45877601,-34.62330939,peaton-auto,peaton,auto
2019-0057,1,2019-07-05,2019,7,5,19:00:00,19,artilleros y la pampa,calle,artilleros,sd,la pampa,artilleros y la pampa,13,point (101957.99726887 107949.81115534),-58.44196498,-34.55760517,peaton-auto,peaton,auto
2019-0058,1,2019-07-10,2019,7,10,09:20:00,9,autopista perito moreno altura paso a nivel de irigoyen,autopista,autopista perito moreno,sd,sd,autopista perito moreno e irigoyen,10,point (96064.06591151 99221.69236283),-58.50622631,-34.63627822,moto-pasajeros,moto,pasajeros
2019-0059,1,2019-07-13,2019,7,13,22:35:00,22,15 de noviembre de 1889 y santiago del estero,calle,15 de noviembre de 1889,sd,santiago del estero,15 de noviembre de 1889 y santiago del estero,1,point (107261.50953067 99806.16899068),-58.38410880,-34.63099197,moto-pasajeros,moto,pasajeros
2019-0060,1,2019-07-17,2019,7,17,11:20:00,11,"acosta, mariano av. y falcon, ramon l., cnel.",avenida,"acosta, mariano av.",sd,"falcon, ramon l.,cnel.","acosta, mariano av. y falcon, ramon l.,cnel.",10,point (98376.49615363 99359.41534876),-58.48100602,-34.63504312,peaton-auto,peaton,auto
2019-0061,1,2019-07-17,2019,7,17,18:40:00,18,11 de septiembre de 1888 y mendoza,calle,11 de septiembre de 1888,sd,mendoza,11 de septiembre de 1888 y mendoza,13,point (101036.85652575 107926.87651681),-58.45200171,-34.55781320,peaton-pasajeros,peaton,pasajeros
2019-0062,1,2019-08-01,2019,8,1,23:00:00,23,"pino, virrey del y campos, luis m. av.",avenida,"pino, virrey del",sd,"campos, luis m. av.","pino, virrey del y campos, luis m. av.",13,point (101714.11981913 107461.10208167),-58.44462132,-34.56201105,peaton-pasajeros,peaton,pasajeros
2019-0063,1,2019-08-04,2019,8,4,01:30:00,1,forest av. y maure,avenida,forest av.,sd,maure,forest av. y maure,15,point (101017.68913992 104676.11449993),-58.45220688,-34.58711712,moto-pasajeros,moto,pasajeros
2019-0064,1,2019-08-06,2019,8,6,03:15:00,3,"boyaca av. y avellaneda av,",avenida,boyaca av.,sd,avellaneda av.,boyaca av. y avellaneda av.,7,point (100337.26455822 100756.41076314),-58.45962210,-34.62245140,moto-auto,moto,auto
2019-0065,1,2019-08-08,2019,8,8,16:45:00,16,barco centenera del y tilcara,calle,barco centenera del,sd,tilcara,barco centenera del y tilcara,4,point (103996.06089673 97239.27066069),-58.41970850,-34.65414867,peaton-pasajeros,peaton,pasajeros
2019-0066,1,2019-08-11,2019,8,11,21:15:00,21,riestra av. y bolivar,avenida,riestra av.,sd,bolivar (no oficial),riestra av. y bolivar (no oficial),7,point (101964.06573044 97768.88820027),-58.44187596,-34.64938031,peaton-auto,peaton,auto
2019-0067,1,2019-08-14,2019,8,14,15:00:00,15,"castro, emilio 4706",calle,"castro, emilio",4706.0,sd,"castro, emilio 4706",10,point (97458.87181153 98502.45008355),-58.49101637,-34.64276621,moto-cargas,moto,cargas
2019-0068,1,2019-08-14,2019,8,14,17:40:00,17,27 de febrero av. 5600,avenida,27 de febrero av.,5600.0,sd,27 de febrero av. 5600,8,point (103516.29283702 96305.80102228),-58.42493829,-34.66256502,moto-moto,moto,moto
2019-0069,1,2019-08-17,2019,8,17,05:25:00,5,"garay, juan de av. 2874",avenida,"garay, juan de av.",2874.0,sd,"garay, juan de av. 2874",4,point (105355.77079994 99994.97457130),-58.40489318,-34.62930162,moto-auto,moto,auto
2019-0070,1,2019-08-22,2019,8,22,12:30:00,12,"scalabrini ortiz, raul av. y gorriti",avenida,"scalabrini ortiz, raul av.",sd,gorriti,"scalabrini ortiz, raul av. y gorriti",14,point (103342.29763549 104114.07863350),-58.42686680,-34.59217875,moto-bicicleta,moto,bicicleta
2019-0071,1,2019-08-27,2019,8,27,11:30:00,11,primera junta y olivera av.,avenida,primera junta,sd,olivera av.,primera junta y olivera av.,9,point (98504.80160700 97011.97752137),-58.47961100,-34.65620398,peaton-cargas,peaton,cargas
2019-0072,1,2019-08-28,2019,8,28,06:20:00,6,"alberdi, juan bautista av. y azul",avenida,"alberdi, juan bautista av.",sd,azul,"alberdi, juan bautista av. y azul",10,point (98982.27543524 99337.43508034),-58.47439934,-34.63524207,auto-auto,auto,auto
2019-0073,1,2019-08-29,2019,8,29,01:50:00,1,alvarez thomas av. 1788,avenida,alvarez thomas av.,1788.0,sd,alvarez thomas av. 1788,15,point (99649.53744486 105547.74929043),-58.46711912,-34.57926018,auto-objeto fijo,auto,objeto fijo
2019-0074,1,2019-08-29,2019,8,29,09:00:00,9,"lugones, leopoldo av. y paz, gral. av.",autopista,"lugones, leopoldo av.",sd,"paz, gral. av.","lugones, leopoldo av. y paz, gral. av.",13,point (99830.29053639 110496.05308488),-58.46514781,-34.53465378,moto-cargas,moto,cargas
2019-0075,1,2019-08-30,2019,8,30,23:20:00,23,san antonio y lujan,calle,san antonio,sd,lujan,san antonio y lujan,4,point (108029.19662631 97048.95529785),-58.37571078,-34.65584079,moto-pasajeros,moto,pasajeros
2019-0076,1,2019-09-05,2019,9,5,18:00:00,18,autopista 1 sur presidente arturo frondizi altura don pedro de mendoza av.,autopista,autopista 1 sur presidente arturo frondizi,sd,sd,autopista 1 sur presidente arturo frondizi y don pedro de mendoza av.,4,point (108408.31866027 97219.56223456),-58.37157668,-34.65429986,moto-cargas,moto,cargas
2019-0077,1,2019-09-08,2019,9,8,03:40:00,3,"figueroa alcorta, pres. av. y tagle",avenida,"figueroa alcorta, pres. av.",sd,tagle,"figueroa alcorta, pres. av. y tagle",14,point (105980.99138544 105385.93253091),-58.39811256,-34.58070186,peaton-auto,peaton,auto
2019-0078,1,2019-09-12,2019,9,12,08:25:00,8,"einstein, alberto y alcorta, amancio av.",avenida,"einstein, alberto",sd,"alcorta, amancio av.","einstein, alberto y alcorta, amancio av.",4,point (104770.59856807 97235.72066953),-58.41125934,-34.65417740,peaton-cargas,peaton,cargas
2019-0079,1,2019-09-17,2019,9,17,05:30:00,5,agrelo y colombres,calle,agrelo,sd,colombres,agrelo y colombres,5,point (104133.42235616 101175.18161468),-58.41822901,-34.61866836,moto-pasajeros,moto,pasajeros
2019-0080,1,2019-09-17,2019,9,17,1900-01-04 18:40:00,18,"cabildo av. y paz, gral. av.",gral paz,cabildo av.,sd,"paz, gral. av.","cabildo av. y paz, gral. av.",13,point (98817.74986778 110096.31367495),-58.47617802,-34.53825652,peaton-moto,peaton,moto
2019-0081,1,2019-09-23,2019,9,23,16:00:00,16,elcano av. 4300,avenida,elcano av.,4300.0,sd,elcano av. 4300,15,point (100173.09831701 104773.73030321),-58.46141281,-34.58623761,peaton-pasajeros,peaton,pasajeros
2019-0082,1,2019-09-25,2019,9,25,07:45:00,7,"rabanal, francisco, intendente av. 2428",avenida,"rabanal, francisco, intendente av.",2428.0,sd,"rabanal, francisco, intendente av. 2428",8,point (103065.99442998 96457.67469916),-58.42985146,-34.66119740,bicicleta-cargas,bicicleta,cargas
2019-0083,1,2019-09-26,2019,9,26,08:00:00,8,monte y corvalan,calle,monte,sd,corvalan,monte y corvalan,9,point (98049.89254647 96769.28504384),-58.48457413,-34.65839090,auto-auto,auto,auto
2019-0084,1,2019-09-27,2019,9,27,11:45:00,11,tandil y la fuente,calle,tandil,sd,lafuente,tandil y lafuente,7,point (99777.28948169 99222.14556838),-58.46572884,-34.63628186,bicicleta-cargas,bicicleta,cargas
2019-0085,1,2019-10-09,2019,10,9,22:18:00,22,cardoso y bacacay,calle,cardoso,sd,bacacay,cardoso y bacacay,10,point (97311.79828581 99453.65686299),-58.49261744,-34.63419130,bicicleta-tren,bicicleta,tren
2019-0086,1,2019-10-15,2019,10,15,14:10:00,14,corrientes av. 6700,avenida,corrientes av.,6700.0,sd,corrientes av. 6700,15,point (100960.33601283 104532.07598431),-58.45283186,-34.58841560,moto-pasajeros,moto,pasajeros
2019-0087,1,2019-10-21,2019,10,21,21:00:00,21,alvarez thomas av. y mendoza,avenida,alvarez thomas av.,sd,mendoza,alvarez thomas av. y mendoza,12,point (98491.73236150 106110.45743791),-58.47973681,-34.57418656,moto-moto,moto,moto
2019-0088,1,2019-10-22,2019,10,22,20:00:00,20,"alcorta, amancio av. y bonavena, oscar natalio",avenida,"alcorta, amancio av.",sd,"bonavena, oscar natalio","alcorta, amancio av. y bonavena, oscar natalio",4,point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,peaton-pasajeros,peaton,pasajeros
2019-0089,1,2019-10-23,2019,10,23,15:45:00,15,"brown, alte. av. y blanes, juan manuel",avenida,"brown, alte. av.",sd,"blanes, juan manuel","brown, alte. av. y blanes, juan manuel",4,point (109247.85081573 99794.76658137),-58.36244648,-34.63107887,peaton-cargas,peaton,cargas
2019-0090,1,2019-10-24,2019,10,24,18:26:00,18,"alberdi, juan bautista av. 5455",avenida,"alberdi, juan bautista av.",5455.0,sd,"alberdi, juan bautista av. 5455",9,point (96669.91669285 97846.12432372),-58.49962423,-34.64868027,peaton-moto,peaton,moto
2019-0091,1,2019-11-01,2019,11,1,20:50:00,20,"justo, juan b. av. y camargo",avenida,"justo, juan b. av.",sd,camargo,"justo, juan b. av. y camargo",15,point (101631.52816900 103735.20218464),-58.44551437,-34.59559816,peaton-pasajeros,peaton,pasajeros
2019-0092,1,2019-11-03,2019,11,3,10:30:00,10,"brin, ministro y suarez",calle,"brin, ministro",sd,suarez,"brin, ministro y suarez",4,point (109831.09861352 99447.57530396),-58.35608181,-34.63420319,peaton-pasajeros,peaton,pasajeros
2019-0093,1,2019-11-13,2019,11,13,11:50:00,11,"niza y justo, juan b. av.",avenida,niza,sd,"justo, juan b. av.","niza y justo, juan b. av.",11,point (99859.01807773 102240.12407554),-58.46483679,-34.60907662,bicicleta-otro,bicicleta,otro
2019-0094,1,2019-11-18,2019,11,18,14:00:00,14,camargo y serrano,calle,camargo,sd,serrano,camargo y serrano,15,point (101799.19412891 103552.67600212),-58.44368628,-34.59724326,moto-otro,moto,otro
2019-0095,1,2019-11-20,2019,11,20,15:30:00,15,autopista 1 sur presidente arturo frondizi altura caseros av.,autopista,autopista 1 sur presidente arturo frondizi,sd,sd,autopista 1 sur presidente arturo frondizi y caseros av.,1,point (107762.62066755 100018.90176184),-58.37864583,-34.62907067,moto-cargas,moto,cargas
2019-0096,1,2019-11-22,2019,11,22,19:33:00,19,caseros av. y piedras,avenida,caseros av.,sd,piedras,caseros av. y piedras,1,point (108041.76772318 100219.10582069),-58.37560352,-34.62726382,peaton-pasajeros,peaton,pasajeros
2019-0097,1,2019-11-25,2019,11,25,08:50:00,8,"autopista perito moreno km 5,6",autopista,autopista perito moreno,sd,sd,autopista perito moreno km. 5.6,9,point (98724.36593359 97905.39654686),-58.47721439,-34.64815069,multiple,moto,multiple
2019-0098,1,2019-11-25,2019,11,25,14:00:00,14,guzman 365,avenida,guzman,365.0,sd,guzman 365,15,point (101097.15913487 104373.72916577),-58.45134029,-34.58984288,pasajeros-pasajeros,pasajeros,pasajeros
2019-0100,1,2019-12-05,2019,12,5,17:30:00,17,de los constituyentes av. 4300,avenida,de los constituyentes av.,4300.0,sd,de los constituyentes av. 4300,12,point (97512.85370485 105056.21473822),-58.49040794,-34.58368803,moto-auto,moto,auto
2019-0101,1,2019-12-17,2019,12,17,04:20:00,4,"moreno, perito av. y tilcara av.",avenida,"moreno, perito av.",sd,tilcara av.,"moreno, perito av. y tilcara av.",4,point (103875.40694167 97709.33732832),-58.42102679,-34.64991178,moto-moto,moto,moto
2019-0102,1,2019-12-17,2019,12,17,14:30:00,14,"ibarrola y gordillo, timoteo",calle,ibarrola,sd,"gordillo, timoteo","ibarrola y gordillo, timoteo",9,point (94600.31582329 98648.40911008),-58.52219407,-34.64143926,moto-auto,moto,auto
2019-0103,1,2019-12-18,2019,12,18,sd,sd,"paz, gral. av. y griveo",gral paz,"paz, gral. av.",sd,griveo,"paz, gral. av. y griveo",11,point (94643.11254058 103831.57115061),-58.52169422,-34.59471640,moto-moto,moto,moto
2019-0104,1,2019-12-21,2019,12,21,04:25:00,4,rivadavia av. y pergamino,avenida,rivadavia av.,sd,pergamino,rivadavia av. y pergamino,10,point (98963.45381519 99690.23941640),-58.47460416,-34.63206174,moto-auto,moto,auto
2019-0105,1,2019-05-05,2019,5,5,11:00:00,11,santo tome y segurola av.,avenida,santo tome,sd,segurola av.,santo tome y segurola av.,10,point (96164.17004077 101559.58637156),-58.50512382,-34.61520391,peaton-auto,peaton,auto
2020-0001,1,2020-01-04,2020,1,4,10:40:00,10,uriarte y loyola,calle,uriarte,sd,loyola,uriarte y loyola,15,point (102219.66522967 104119.42339682),-58.43910409,-34.59213355,peaton-auto,peaton,auto
2020-0002,1,2020-01-05,2020,1,5,20:00:00,20,saraza y varela av.,avenida,saraza,sd,varela av.,saraza y varela av.,7,point (101201.50959665 98092.52358781),-58.45019436,-34.64646409,moto-objeto fijo,moto,objeto fijo
2020-0003,1,2020-01-11,2020,1,11,06:00:00,6,rivadavia av. y combate de los pozos,avenida,rivadavia av.,sd,combate de los pozos,rivadavia av. y combate de los pozos,3,point (106413.35913221 102215.84332055),-58.39337644,-34.60927582,peaton-auto,peaton,auto
2020-0004,1,2020-01-14,2020,1,14,21:40:00,21,rodriguez peña y rivadavia av.,avenida,rodriguez pe?a,sd,rivadavia av.,rodriguez peã‘a y rivadavia av.,1,point (106672.04348602 102224.86809233),-58.39055614,-34.60919284,peaton-pasajeros,peaton,pasajeros
2020-0005,1,2020-01-14,2020,1,14,06:00:00,6,24 de noviembre y san juan av.,avenida,24 de noviembre,sd,san juan av.,24 de noviembre y san juan av.,3,point (104853.84131654 100497.93573387),-58.41036975,-34.62477021,moto-pasajeros,moto,pasajeros
2020-0006,1,2020-01-20,2020,1,20,12:55:00,12,lafuente av. 2250,avenida,lafuente av.,2250.0,sd,lafuente av. 2250,8,point (101287.27262066 97242.60480808),-58.44925765,-34.65412546,moto-cargas,moto,cargas
