id,n_victimas,fecha,aaaa,mm,dd,hora,hh,lugar_del_hecho,tipo_de_calle,calle,altura,cruce,dirección normalizada,comuna,xy (caba),pos x,pos y,participantes,victima,acusado
2016-0135,1,2016-10-24,2016,10,24,05:00:00,5,av figueroa alcorta  y pinedo,avenida,"figueroa alcorta, pres. av.",sd,"pinedo, int.","figueroa alcorta, pres. av. y pinedo, int.",14,point (103734.76257993 107235.78328415),-58.42260225,-34.56403694,peaton-sd,peaton,sd
2016-0136,1,2016-10-25,2016,10,25,00:00:00,0,au buenos aires - la plata km. 4,autopista,autopista buenos aires - la plata,sd,sd,sd,4,point (. .),.,.,moto-cargas,moto,cargas
2016-0137,1,2016-10-25,2016,10,25,00:39:00,0,av san martin y ladines,avenida,san martin av.,sd,ladines,san martin av. y ladines,11,point (95222.93546397 104315.24453153),-58.51537091,-34.59035925,moto-moto,moto,moto
2016-0138,1,2016-10-27,2016,10,27,20:30:00,20,av cabildo y blanco encalada,avenida,cabildo av.,sd,blanco encalada,cabildo av. y blanco encalada,13,point (100385.69739031 107770.04028070),-58.45909670,-34.55922742,bicicleta-cargas,bicicleta,cargas
2016-0139,1,2016-10-28,2016,10,28,23:00:00,23,av presidente figueroa alcorta y av dorrego,avenida,"figueroa alcorta, pres. av.",sd,dorrego av.,"figueroa alcorta, pres. av. y dorrego av.",14,point (103965.45958231 107084.94812768),-58.42008769,-34.56539579,moto-moto,moto,moto
2016-0140,1,2016-10-31,2016,10,31,02:58:00,2,av juramento y vuelta de obligado,avenida,juramento av.,sd,vuelta de obligado,juramento av. y vuelta de obligado,13,point (100700.71684791 107520.92282315),-58.45566399,-34.56147293,pasajeros-pasajeros,pasajeros,pasajeros
2016-0142,1,2016-11-05,2016,11,5,23:30:00,23,av del libertador y av ramos mejia,avenida,del libertador av.,sd,"ramos mejia, jose maria, dr. av.","del libertador av. y ramos mejia, jose maria, dr. av.",1,point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,moto-pasajeros,moto,pasajeros
2016-0143,1,2016-11-06,2016,11,6,04:41:00,4,av 27 de febrero y av escalada,avenida,27 de febrero av.,sd,escalada av.,27 de febrero av. y escalada av.,8,point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,moto-sd,moto,sd
2016-0144,1,2016-11-07,2016,11,7,12:10:00,12,av. alte. brown 984,avenida,"brown, alte. av.",984.0,sd,"brown, alte. av. 984",4,point (109494.82838112 99532.69117874),-58.35975012,-34.63343907,peaton-pasajeros,peaton,pasajeros
2016-0145,1,2016-11-07,2016,11,7,20:56:00,20,av del libertador y la pampa,avenida,del libertador av.,sd,la pampa,del libertador av. y la pampa,13,point (101657.76119068 107735.39237736),-58.44523595,-34.55953855,moto-auto,moto,auto
2016-0146,1,2016-11-09,2016,11,9,20:00:00,20,pichincha y av brasil,avenida,pichincha av.,sd,brasil,pichincha av. y brasil,4,point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,peaton-pasajeros,peaton,pasajeros
2016-0147,1,2016-11-16,2016,11,16,21:15:00,21,av independencia y virrey cevallos,avenida,independencia av.,sd,"cevallos, virrey","independencia av. y cevallos, virrey",1,point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,movil-pasajeros,movil,pasajeros
2016-0148,1,2016-11-16,2016,11,16,22:20:00,22,av garmendia 4895,avenida,garmendia av.,4895.0,sd,garmendia av. 4895,15,point (99810.88349598 103818.87868694),-58.46536113,-34.59484504,moto-moto,moto,moto
2016-0150,1,2016-11-18,2016,11,18,18:20:00,18,av amancio alcorta y diogenes taborda,avenida,"alcorta, amancio av.",sd,"taborda, diogenes","alcorta, amancio av. y taborda, diogenes",4,point (104996.91619776 97395.92929535),-58.40879146,-34.65273216,cargas-cargas,cargas,cargas
2016-0151,1,2016-11-18,2016,11,18,20:35:00,20,sd,calle,sd,sd,sd,sd,0,point (. .),.,.,peaton-sd,peaton,sd
2016-0152,1,2016-11-23,2016,11,23,21:10:00,21,av perito moreno y zuviria,avenida,"moreno, perito av.",sd,zuviria,"moreno, perito av. y zuviria",7,point (99888.30162107 97709.27452060),-58.46451841,-34.64991946,moto-auto,moto,auto
2016-0153,1,2016-11-25,2016,11,25,15:42:00,15,araoz y av cordoba,avenida,araoz,sd,cordoba av.,araoz y cordoba av.,15,point (103130.82393478 103817.27945358),-58.42917090,-34.59485488,peaton-moto,peaton,moto
2016-0154,1,2016-11-26,2016,11,26,14:14:00,14,av gral paz 15200,gral paz,"paz, gral. av.",15200.0,sd,"paz, gral. av. 15200",8,point (97546.12845734 94093.36420523),-58.49007772,-34.68251141,moto-moto,moto,moto
2016-0155,1,2016-11-26,2016,11,26,16:50:00,16,madero 900,calle,madero,900.0,sd,madero 900,10,point (94107.02905618 100169.73297345),-58.52756365,-34.62772274,peaton-auto,peaton,auto
2016-0156,1,2016-11-26,2016,11,26,19:40:00,19,av independencia y dean funes,avenida,independencia av.,sd,dean funes,independencia av. y dean funes,3,point (105219.14271583 101089.92439911),-58.40638983,-34.61943202,moto-pasajeros,moto,pasajeros
2016-0157,1,2016-12-03,2016,12,3,06:40:00,6,av juan b justo 5645,avenida,"justo, juan b. av.",5645.0,sd,"justo, juan b. av. 5645",11,point (98856.51878317 101315.60184716),-58.47576807,-34.61740997,moto-moto,moto,moto
2016-0159,1,2016-12-04,2016,12,4,07:21:00,7,av 27 de febrero y av escalada,avenida,27 de febrero av.,sd,escalada av.,27 de febrero av. y escalada av.,8,point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,auto-sd,auto,sd
2016-0160,1,2016-12-06,2016,12,6,05:30:00,5,autopista perito moreno altura velz,autopista,autopista perito moreno,sd,sd,autopista perito moreno (altura velez sarsfield),9,point (94867.91408532 99212.26216105),-58.51927194,-34.63635787,cargas-objeto fijo,cargas,objeto fijo
2016-0161,1,2016-12-06,2016,12,6,07:22:00,7,av santa fe y godoy cruz,avenida,santa fe av.,sd,godoy cruz,santa fe av. y godoy cruz,14,point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,peaton-pasajeros,peaton,pasajeros
2016-0162,1,2016-12-07,2016,12,7,05:00:00,5,av federico lacroze y av forest,avenida,"lacroze, federico av.",sd,forest av.,"lacroze, federico av. y forest av.",15,point (100856.34310085 104890.83521057),-58.45396573,-34.58518167,peaton-auto,peaton,auto
2016-0163,1,2016-12-10,2016,12,10,07:30:00,7,av gral paz y av general mosconi,gral paz,"paz, gral. av.",sd,mosconi general av.,"paz, gral. av. y mosconi general av.",11,point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,moto-auto,moto,auto
2016-0164,1,2016-12-11,2016,12,11,06:16:00,6,av la plata y cnel gregorio pomar,avenida,la plata av.,sd,"pomar, gregorio tte. cnel.","la plata av. y pomar, gregorio tte. cnel.",4,point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,auto-auto,auto,auto
2016-0165,1,2016-12-12,2016,12,12,08:25:00,8,av martin garcia 300,avenida,"garcia, martin av.",300.0,sd,"garcia, martin av. 300",4,point (108623.21898604 100090.41541188),-58.36926144,-34.62841919,bicicleta-pasajeros,bicicleta,pasajeros
2016-0168,1,2016-12-13,2016,12,13,10:40:00,10,av la plata y cnel gregorio pomar,avenida,la plata av.,sd,"pomar, gregorio tte. cnel.","la plata av. y pomar, gregorio tte. cnel.",4,point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,moto-auto,moto,auto
2016-0169,1,2016-12-15,2016,12,15,15:30:00,15,nuñez y av ricardo balbin,avenida,nu?ez,sd,"balbin, ricardo, dr. av.","nuã‘ez y balbin, ricardo, dr. av.",12,point (98526.50846677 108043.08552265),-58.47935434,-34.55676497,moto-pasajeros,moto,pasajeros
2016-0170,1,2016-12-19,2016,12,19,17:10:00,17,av gral paz 4500,gral paz,"paz, gral. av.",4500.0,sd,"paz, gral. av. 4500",12,point (96082.96647324 107261.96873833),-58.50598256,-34.56379980,moto-auto,moto,auto
2016-0171,1,2016-12-25,2016,12,25,19:00:00,19,au buenos aires - la plata y au 25 de mayo,autopista,"huergo, ing. av.",sd,autopista 25 de mayo,"huergo, ing. av. y autopista 25 de mayo",1,point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,moto-moto,moto,moto
2016-0172,1,2016-12-26,2016,12,26,08:00:00,8,av garay y castro,avenida,"garay, juan de av.",sd,castro,"garay, juan de av. y castro",5,point (104044.75501725 99724.84699960),-58.41918902,-34.63174259,moto-cargas,moto,cargas
2016-0173,1,2016-12-26,2016,12,26,19:52:00,19,av directorio y av san pedrito,avenida,directorio av.,sd,san pedrito av.,directorio av. y san pedrito av.,7,point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,moto-cargas,moto,cargas
2016-0174,1,2016-12-27,2016,12,27,00:00:00,0,autopista 25 de mayo,autopista,autopista 25 de mayo,sd,sd,autopista 25 de mayo,0,point (. .),.,.,sd-sd,sd,sd
2016-0175,1,2016-12-27,2016,12,27,08:15:00,8,cnel ramon l falcon y membrillar,calle,"falcon, ramon l.,cnel.",sd,membrillar,"falcon, ramon l.,cnel. y membrillar",7,point (100243.74197213 99962.81893983),-58.46064174,-34.62960517,peaton-bicicleta,peaton,bicicleta
2016-0176,1,2016-12-28,2016,12,28,01:41:00,1,av belgrano y av paseo colon,avenida,belgrano av.,sd,paseo colon av.,belgrano av. y paseo colon av.,1,point (108597.31948169 101875.41306445),-58.36956186,-34.61232875,moto-pasajeros,moto,pasajeros
2016-0177,1,2016-12-29,2016,12,29,04:00:00,4,arenales 3319,calle,arenales,3319.0,sd,arenales 3319,14,point (104920.46334566 104589.99681258),-58.40966671,-34.58788235,peaton-auto,peaton,auto
2016-0178,1,2016-12-30,2016,12,30,16:18:00,16,republica bolivariana de venezuela y saavedra,calle,republica bolivariana de venezuela,sd,saavedra,republica bolivariana de venezuela y saavedra,3,point (105541.07964363 101532.48653010),-58.40288226,-34.61544091,multiple,peaton,multiple
2017-0001,1,2017-01-02,2017,1,2,01:00:00,1,av. juan b justo y achupallas,avenida,"justo, juan b. av.",sd,achupallas,"justo, juan b. av. y achupallas",11,point (99757.62471161 102105.99371863),-58.46594230,-34.61028571,moto-cargas,moto,cargas
2017-0003,1,2017-01-05,2017,1,5,03:10:00,3,olavarria y av. velez sarsfield,avenida,olavarria,sd,velez sarsfield av.,olavarria y velez sarsfield av.,4,point (106759.07058844 98352.11326541),-58.38957669,-34.64410277,cargas-cargas,cargas,cargas
2017-0007,1,2017-01-11,2017,1,11,17:00:00,17,lima y mexico,calle,lima,sd,mexico,lima y mexico,1,point (107491.43483173 101547.26343171),-58.38161660,-34.61529543,multiple,peaton,multiple
2017-0008,1,2017-01-16,2017,1,16,00:40:00,0,jose a cabrera y bonpland,calle,"cabrera, jose a.",sd,bonpland,"cabrera, jose a. y bonpland",14,point (102213.80136590 104917.03799721),-58.43917004,-34.58494351,moto-pasajeros,moto,pasajeros
2017-0009,1,2017-01-16,2017,1,16,13:56:00,13,au 25 de mayo y av. boedo,autopista,autopista 25 de mayo,sd,sd,autopista 25 de mayo y boedo av.,5,point (104341.1368196 100202.74363294),-58.41595919,-34.62743346,moto-cargas,moto,cargas
2017-0010,1,2017-01-16,2017,1,16,16:30:00,16,av. directorio y riglos,avenida,directorio av.,sd,riglos,directorio av. y riglos,6,point (102535.57417570 100108.76675064),-58.43564880,-34.62828656,moto-auto,moto,auto
2017-0011,1,2017-01-22,2017,1,22,02:30:00,2,av. gral. paz y av. r. balbin,gral paz,"paz, gral. av.",sd,"balbin, ricardo, dr. av.","paz, gral. av. y balbin, ricardo, dr. av.",12,point (96563.66494817 108815.73881056),-58.50073810,-34.54979510,moto-objeto fijo,moto,objeto fijo
2017-0012,1,2017-01-24,2017,1,24,14:00:00,14,traful y diogenes taborda,calle,traful,sd,"taborda, diogenes","traful y taborda, diogenes",4,point (104914.66823035 97637.72796868),-58.40969005,-34.65055290,moto-cargas,moto,cargas
2017-0013,1,2017-01-27,2017,1,27,07:00:00,7,iriarte 3055,avenida,"iriarte, gral. av.",3055.0,sd,"iriarte, gral. av. 3055",4,point (106744.80812193 97588.11558612),-58.38972622,-34.65098981,peaton-cargas,peaton,cargas
2017-0014,1,2017-01-28,2017,1,28,08:27:34,8,av. donado y arias,avenida,donado,sd,arias,donado y arias,12,point (97378.59173196 108741.41437861),-58.49185972,-34.55046754,multiple,moto,multiple
2017-0015,1,2017-02-02,2017,2,2,15:18:03,15,cordoba av. y callao,avenida,cordoba av.,sd,callao av.,cordoba av. y callao av.,2,point (106454.66355436 103285.14730222),-58.39293417,-34.59963642,peaton-auto,peaton,auto
2017-0016,1,2017-02-03,2017,2,3,05:12:21,5,"au 25 de mayo, kilometro 8.3, sentido hacia provincia de buenos aires, c.a.b.a.",autopista,autopista 25 de mayo,sd,sd,autopista 25 de mayo km. 8.3,1,point (107547.76713701 100705.57738660),-58.38099494,-34.62288231,moto-cargas,moto,cargas
2017-0017,1,2017-02-06,2017,2,6,08:00:00,8,av. juan b justo y paraguay,avenida,"justo, juan b. av.",sd,paraguay,"justo, juan b. av. y paraguay",14,point (103145.91571023 105359.30690018),-58.42901200,-34.58095431,moto-auto,moto,auto
2017-0018,1,2017-02-09,2017,2,9,07:00:00,7,av. gral. paz y av. de los corrales,gral paz,"paz, gral. av.",sd,de los corrales av.,"paz, gral. av. y de los corrales av.",9,point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,moto-auto,moto,auto
2017-0021,1,2017-02-18,2017,2,18,05:30:00,5,sarmiento y libertad,calle,sarmiento,sd,libertad,sarmiento y libertad,1,point (107308.24054153 102678.45528316),-58.38362373,-34.60509972,moto-pasajeros,moto,pasajeros
2017-0024,1,2017-02-23,2017,2,23,20:50:00,20,av. rivadavia 7121,avenida,rivadavia av.,7121.0,sd,rivadavia av. 7121,7,point (99762.20699423 99968.05446003),-58.46589308,-34.62955795,peaton-pasajeros,peaton,pasajeros
2017-0025,1,2017-02-24,2017,2,24,17:05:00,17,av. fernandez de la cruz y rivera indarte,avenida,"fernandez de la cruz, f., gral. av.",sd,rivera indarte av.,"fernandez de la cruz, f., gral. av. y rivera indarte av.",7,point (102489.38230491 97228.94942016),-58.43614426,-34.65424640,moto-sd,moto,sd
2017-0026,2,2017-02-26,2017,2,26,05:15:00,5,av. perito moreno y fournier,avenida,"moreno, perito av.",sd,fournier,"moreno, perito av. y fournier",4,point (104113.67806500 97722.68219304),-58.41842777,-34.64979057,auto-objeto fijo,auto,objeto fijo
2017-0027,1,2017-02-26,2017,2,26,21:57:00,21,av. caseros 1429,avenida,caseros av.,1429.0,sd,caseros av. 1429,1,point (107333.53318866 99701.77552382),-58.38332245,-34.63193250,peaton-auto,peaton,auto
2017-0028,1,2017-02-28,2017,2,28,09:20:00,9,av. gaona y fragata sarmiento,avenida,gaona av.,sd,fragata pres. sarmiento,gaona av. y fragata pres. sarmiento,6,point (100783.70757056 101919.87125456),-58.45475488,-34.61196327,peaton-auto,peaton,auto
2017-0029,1,2017-03-07,2017,3,7,02:15:00,2,mozart y tandil,calle,mozart,sd,tandil,mozart y tandil,9,point (98009.35575364 97985.81952007),-58.48501341,-34.64742455,sd-auto,sd,auto
2017-0030,1,2017-03-07,2017,3,7,08:00:00,8,mozart y colectora av. tte. luis j dellepiane,avenida,mozart,sd,autopista dellepiane luis tte. gral.,mozart y autopista dellepiane luis tte. gral.,9,point (99375.77435905 96732.87189547),-58.47010988,-34.65872088,auto-pasajeros,auto,pasajeros
2017-0031,1,2017-03-11,2017,3,11,01:30:00,1,24 de noviembre y pavon ,calle,24 de noviembre,sd,pavon,24 de noviembre y pavon,3,point (104889.75647602 100057.93817815),-58.40997560,-34.62873635,auto-objeto fijo,auto,objeto fijo
2017-0032,1,2017-03-12,2017,3,12,05:00:00,5,av. gral. paz y pedro de mendoza,gral paz,"paz, gral. av.",sd,los cedros,"paz, gral. av. y los cedros",8,point (97652.09135282 93973.55833508),-58.48892175,-34.68359163,auto-auto,auto,auto
2017-0033,1,2017-03-12,2017,3,12,07:30:00,7,av. gral. paz km. 10,gral paz,"paz, gral. av.",sd,"gutierrez, ricardo","paz, gral. av. y gutierrez, ricardo",11,point (94371.21426086 102884.21739121),-58.52466448,-34.60325478,auto-auto,auto,auto
2017-0034,1,2017-03-13,2017,3,13,07:50:00,7,godoy cruz 2651,calle,godoy cruz,2651.0,sd,godoy cruz 2651,14,point (103464.34360929 105543.78205193),-58.42554218,-34.57929036,peaton-auto,peaton,auto
2017-0035,3,2017-03-23,2017,3,23,05:00:00,5,av. dr. tristan achaval rodriguez y blvd. azucena villaflor,avenida,"achaval rodriguez, t., dr. av.",sd,"villaflor, azucena","achaval rodriguez, t., dr. av. y villaflor, azucena",1,point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,auto-objeto fijo,auto,objeto fijo
2017-0036,2,2017-03-29,2017,3,29,18:00:00,18,curupayti y colectora av. gral. paz,gral paz,"paz, gral. av.",sd,campana,"paz, gral. av. y campana",12,point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,moto-pasajeros,moto,pasajeros
2017-0037,1,2017-03-31,2017,3,31,03:00:00,3,av. independencia y virrey cevallos,avenida,independencia av.,sd,"cevallos, virrey","independencia av. y cevallos, virrey",1,point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,moto-cargas,moto,cargas
2017-0038,1,2017-04-01,2017,4,1,19:00:00,19,av. castañares y lautaro,avenida,casta?ares av.,sd,lautaro,castaã‘ares av. y lautaro,7,point (101662.32423755 98406.44885071),-58.44516857,-34.64363363,moto-auto,moto,auto
2017-0040,1,2017-04-03,2017,4,3,09:40:00,9,camino ciudad unuversitaria y av. tte. guiraldes,avenida,"guiraldes, int.",2699.0,sd,"guiraldes, int. 2699",13,point (102290.82648731 109281.08885461),-58.43834197,-34.54560369,multiple,auto,multiple
2017-0041,1,2017-04-03,2017,4,3,23:15:00,23,baldomero fernandez moreno 2186,calle,"fernandez moreno, baldomero",2186.0,sd,"fernandez moreno, baldomero 2186",7,point (100774.70463767 99328.98632835),-58.45485084,-34.63531854,moto-auto,moto,auto
2017-0042,1,2017-04-10,2017,4,10,09:00:00,9,av. leopoldo lugones pkm 6900,gral paz,"lugones, leopoldo av.",sd,sd,"lugones, leopoldo av.",14,point (. .),.,.,moto-cargas,moto,cargas
2017-0045,1,2017-04-14,2017,4,14,06:15:00,6,nogoya 5940,calle,nogoya,5940.0,sd,nogoya 5940,10,point (94388.40460408 100522.78812728),-58.52449285,-34.62454175,moto-objeto fijo,moto,objeto fijo
2017-0047,1,2017-04-23,2017,4,23,06:30:00,6,av. argentina y av. corvalan,avenida,argentina av.,sd,corvalan,argentina av. y corvalan,8,point (99648.31069819 95261.11808541),-58.46713742,-34.67198790,moto-auto,moto,auto
2017-0049,1,2017-04-27,2017,4,27,18:16:00,18,av. fernandez de la cruz y varela,avenida,"fernandez de la cruz, f., gral. av.",sd,varela av.,"fernandez de la cruz, f., gral. av. y varela av.",8,point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,peaton-pasajeros,peaton,pasajeros
2017-0050,2,2017-04-28,2017,4,28,11:08:08,11,au perito moreno y ramal enlace au1/au6,autopista,autopista perito moreno,sd,sd,sd,9,point (. .),.,.,moto-cargas,moto,cargas
2017-0051,1,2017-05-01,2017,5,1,03:47:47,3,au dellepiane 2400,autopista,autopista dellepiane luis tte. gral.,sd,sd,sd,7,point (. .),.,.,auto-auto,auto,auto
2017-0052,1,2017-05-05,2017,5,5,03:40:00,3,av. gral. paz y goleta julia,gral paz,"paz, gral. av.",sd,goleta santa cruz,"paz, gral. av. y goleta santa cruz",8,point (97173.99360188 94265.65054023),-58.49413799,-34.68095739,peaton-cargas,peaton,cargas
2017-0053,1,2017-05-05,2017,5,5,20:16:22,20,vieytes y villarino,calle,vieytes,sd,villarino,vieytes y villarino,4,point (108050.74089604 97335.15201103),-58.37547846,-34.65326075,moto-cargas,moto,cargas
2017-0054,1,2017-05-07,2017,5,7,21:00:00,21,av. de los constituyentes y pedro moran,avenida,de los constituyentes av.,sd,"moran, pedro","de los constituyentes av. y moran, pedro",15,point (97843.76024114 104700.29820723),-58.48680218,-34.58689719,moto-auto,moto,auto
2017-0055,1,2017-05-09,2017,5,9,08:30:00,8,av. de los constituyentes 4900,avenida,de los constituyentes av.,4900.0,sd,de los constituyentes av. 4900,12,point (97032.68537217 105507.05805581),-58.49563989,-34.57962262,auto-auto,auto,auto
2017-0058,1,2017-05-09,2017,5,9,23:10:00,23,av. cordoba y libertad,avenida,cordoba av.,sd,libertad,cordoba av. y libertad,1,point (107271.27725903 103337.46347012),-58.38403232,-34.59915940,peaton-moto,peaton,moto
2017-0059,1,2017-05-11,2017,5,11,09:24:00,9,brasil y lima,calle,brasil,sd,lima,brasil y lima,1,point (107433.79647713 100255.68319210),-58.38223382,-34.62693865,peaton-pasajeros,peaton,pasajeros
2017-0060,1,2017-05-13,2017,5,13,07:20:00,7,av. escalada y av. fernandez de la cruz,avenida,escalada av.,sd,"fernandez de la cruz, f., gral. av.","escalada av. y fernandez de la cruz, f., gral. av.",8,point (100333.14201607 95123.00813458),-58.45966521,-34.67323292,moto-objeto fijo,moto,objeto fijo
2017-0061,1,2017-05-15,2017,5,15,13:29:30,13,paraguay y av. callao ,avenida,paraguay,sd,callao av.,paraguay y callao av.,2,point (106445.10866138 103387.80115442),-58.39303911,-34.59871111,peaton-moto,peaton,moto
2017-0062,1,2017-05-15,2017,5,15,16:00:00,16,av. juan b justo y san blas,avenida,"justo, juan b. av.",sd,san blas,"justo, juan b. av. y san blas",10,point (95477.60201436 99478.59069542),-58.51262106,-34.63395999,moto-cargas,moto,cargas
2017-0063,1,2017-05-17,2017,5,17,10:13:00,10,chile y av. 9 de julio,avenida,chile,sd,9 de julio av.,chile y 9 de julio av.,1,point (107531.03549571 101417.11038758),-58.38118367,-34.61646839,peaton-pasajeros,peaton,pasajeros
2017-0064,1,2017-05-20,2017,5,20,05:00:00,5,maipu y peron,calle,maipu,sd,"peron, juan domingo, tte. general","maipu y peron, juan domingo, tte. general",1,point (107958.58079244 102597.49225224),-58.37653284,-34.60582475,cargas-auto,cargas,auto
2017-0065,1,2017-05-22,2017,5,22,16:00:00,16,av. suarez y herrera,avenida,suarez av.,sd,herrera,suarez av. y herrera,4,point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,bicicleta-cargas,bicicleta,cargas
2017-0066,1,2017-05-22,2017,5,22,18:10:00,18,av. san martin y fragata sarmiento,avenida,san martin av.,sd,fragata pres. sarmiento,san martin av. y fragata pres. sarmiento,15,point (100300.69930045 102792.78597597),-58.46002142,-34.60409469,peaton-pasajeros,peaton,pasajeros
2017-0067,1,2017-05-23,2017,5,23,02:45:00,2,av. directorio y av. jose maria moreno,avenida,directorio av.,sd,"moreno, jose maria av.","directorio av. y moreno, jose maria av.",6,point (102703.30911569 100138.40769771),-58.43381970,-34.62801894,moto-cargas,moto,cargas
2017-0068,1,2017-05-27,2017,5,27,19:50:00,19,av. tte. francisco rabanal 2950,avenida,"rabanal, francisco, intendente av.",2950.0,sd,"rabanal, francisco, intendente av. 2950",8,point (102520.03961549 96105.29592085),-58.43580656,-34.66437532,moto-objeto fijo,moto,objeto fijo
2017-0069,1,2017-05-24,2017,5,24,14:15:00,14,av. gral. paz y ulrico schmidl,gral paz,"paz, gral. av.",sd,"schmidl, ulrico","paz, gral. av. y schmidl, ulrico",9,point (94644.00300729 96592.22735507),-58.52173071,-34.65997463,moto-sd,moto,sd
2017-0070,1,2017-05-30,2017,5,30,13:20:00,13,nueva york  3696,calle,nueva york,3696.0,sd,nueva york 3696,11,point (95907.08722675 103463.22327776),-58.50791763,-34.59804273,peaton-auto,peaton,auto
2017-0072,1,2017-06-03,2017,6,3,23:20:00,23,av. de los constituyentes y vallejos,avenida,de los constituyentes av.,sd,vallejos,de los constituyentes av. y vallejos,12,point (97389.59663507 105213.53381695),-58.49175088,-34.58226957,auto-auto,auto,auto
2017-0073,1,2017-06-04,2017,6,4,09:00:00,9,av. corrientes y ecuador,avenida,corrientes av.,sd,ecuador,corrientes av. y ecuador,3,point (105089.38820014 102773.44772064),-58.40781467,-34.60425669,moto-auto,moto,auto
2017-0074,1,2017-06-04,2017,6,4,12:50:00,12,casco 133,calle,casco,133.0,sd,casco 133,9,point (94281.31244858 99043.29027489),-58.52567073,-34.63787791,sd-sd,sd,sd
2017-0075,1,2017-06-12,2017,6,12,22:38:00,22,av. de mayo y av. 9 de julio,avenida,de mayo av.,sd,9 de julio av.,de mayo av. y 9 de julio av.,1,point (107498.83241886 102238.54924157),-58.38154200,-34.60906385,peaton-moto,peaton,moto
2017-0076,1,2017-06-13,2017,6,13,14:50:00,14,av. ramon castillo y calle 12,avenida,"castillo, ramon s., pres. av.",sd,calle 12 (no oficial),"castillo, ramon s., pres. av. y calle 12 (no oficial)",2,point (107160.34141948 105678.38284277),-58.38526125,-34.57805810,peaton-cargas,peaton,cargas
2017-0077,1,2017-06-17,2017,6,17,23:45:00,23,fray justo santamaria de oro 1930,calle,fray justo santamaria de oro,1930.0,sd,fray justo santamaria de oro 1930,14,point (103115.59520137 104964.08461543),-58.42934104,-34.58451712,moto-cargas,moto,cargas
2017-0079,1,2017-06-19,2017,6,19,16:26:00,16,mexico y dean funes,calle,mexico,sd,dean funes,mexico y dean funes,3,point (105202.26736061 101269.73269565),-58.40657493,-34.61781124,moto-cargas,moto,cargas
2017-0080,1,2017-06-22,2017,6,22,10:15:00,10,av. juan b alberdi y av. escalada,avenida,"alberdi, juan bautista av.",sd,escalada av.,"alberdi, juan bautista av. y escalada av.",9,point (97070.50716478 98268.08001276),-58.49525314,-34.64487785,peaton-cargas,peaton,cargas
2017-0082,1,2017-06-25,2017,6,25,22:40:00,22,av. entre rios y av. brasil,avenida,entre rios av.,sd,brasil,entre rios av. y brasil,4,point (106636.30041967 99991.34072603),-58.39092851,-34.62932696,peaton-auto,peaton,auto
2017-0083,1,2017-07-04,2017,7,4,00:25:00,0,av. juan b alberdi y guardia nacional,avenida,"alberdi, juan bautista av.",sd,guardia nacional,"alberdi, juan bautista av. y guardia nacional",9,point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,moto-cargas,moto,cargas
2017-0084,1,2017-07-05,2017,7,5,12:49:00,12,av. del libertador y rodriguez peña,avenida,del libertador av.,sd,rodriguez pe?a,del libertador av. y rodriguez peã‘a,2,point (107180.90591568 104682.54945160),-58.38502878,-34.58703485,peaton-pasajeros,peaton,pasajeros
2017-0085,1,2017-07-07,2017,7,7,14:15:00,14,tacuari y av. martin garcia,avenida,tacuari,sd,"garcia, martin av.","tacuari y garcia, martin av.",4,point (108315.72323297 99748.45783960),-58.37261143,-34.63150425,peaton-pasajeros,peaton,pasajeros
2017-0086,1,2017-07-09,2017,7,9,07:30:00,7,av. rivadavia y murguiondo,avenida,rivadavia av.,sd,murguiondo,rivadavia av. y murguiondo,9,point (94914.28538682 98912.56901137),-58.51876802,-34.63905965,peaton-moto,peaton,moto
2017-0087,1,2017-07-10,2017,7,10,10:45:00,10,24 de noviembre 390,calle,24 de noviembre,390.0,sd,24 de noviembre 390,3,point (104800.65774098 101563.94663965),-58.41095567,-34.61516101,peaton-auto,peaton,auto
2017-0088,1,2017-07-10,2017,7,10,22:30:00,22,av. paseo colon y brasil,avenida,paseo colon av.,sd,brasil av.,paseo colon av. y brasil av.,1,point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,peaton-pasajeros,peaton,pasajeros
2017-0089,1,2017-07-13,2017,7,13,12:05:00,12,martiniano leguizamon 901,calle,"leguizamon, martiniano",901.0,sd,"leguizamon, martiniano 901",9,point (95246.78684010 97935.32361317),-58.51514709,-34.64787051,sd-auto,sd,auto
